persona,persona_dimension_list,Harm_Care_score,Fairness_Reciprocity_score,In-group_Loyalty_score,Authority_Respect_score,Purity_Sanctity_score
"cares strongly about the well-being of others, is not concerned with reciprocity or fairness, is not concerned with loyalty to your group, cares strongly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['cares strongly about the well-being of others', 'is not concerned with reciprocity or fairness', 'is not concerned with loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",11,0,7,15,2
"cares strongly about the well-being of others, is not concerned with reciprocity or fairness, is not concerned with loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['cares strongly about the well-being of others', 'is not concerned with reciprocity or fairness', 'is not concerned with loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",15,5,6,5,15
"cares strongly about the well-being of others, is not concerned with reciprocity or fairness, is not concerned with loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['cares strongly about the well-being of others', 'is not concerned with reciprocity or fairness', 'is not concerned with loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",11,4,8,5,9
"cares strongly about the well-being of others, is not concerned with reciprocity or fairness, is not concerned with loyalty to your group, cares slightly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['cares strongly about the well-being of others', 'is not concerned with reciprocity or fairness', 'is not concerned with loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",11,3,7,8,2
"cares strongly about the well-being of others, is not concerned with reciprocity or fairness, is not concerned with loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['cares strongly about the well-being of others', 'is not concerned with reciprocity or fairness', 'is not concerned with loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",15,6,0,0,15
"cares strongly about the well-being of others, is not concerned with reciprocity or fairness, is not concerned with loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['cares strongly about the well-being of others', 'is not concerned with reciprocity or fairness', 'is not concerned with loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",11,6,8,0,9
"cares strongly about the well-being of others, is not concerned with reciprocity or fairness, is not concerned with loyalty to your group, is not concerned with respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['cares strongly about the well-being of others', 'is not concerned with reciprocity or fairness', 'is not concerned with loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",10,5,6,0,0
"cares slightly about the well-being of others, cares strongly about reciprocity or fairness, cares strongly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares strongly about reciprocity or fairness', 'cares strongly about loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",11,15,11,10,15
"cares slightly about the well-being of others, cares strongly about reciprocity or fairness, cares strongly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares strongly about reciprocity or fairness', 'cares strongly about loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",5,10,14,11,8
"cares slightly about the well-being of others, cares strongly about reciprocity or fairness, cares strongly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares strongly about reciprocity or fairness', 'cares strongly about loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",4,14,14,11,2
"cares slightly about the well-being of others, cares strongly about reciprocity or fairness, cares strongly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares strongly about reciprocity or fairness', 'cares strongly about loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",11,15,11,4,15
"cares slightly about the well-being of others, cares strongly about reciprocity or fairness, cares strongly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares strongly about reciprocity or fairness', 'cares strongly about loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",7,15,11,7,9
"cares slightly about the well-being of others, cares strongly about reciprocity or fairness, cares strongly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares strongly about reciprocity or fairness', 'cares strongly about loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",6,15,14,7,2
"cares slightly about the well-being of others, cares strongly about reciprocity or fairness, cares strongly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares strongly about reciprocity or fairness', 'cares strongly about loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",10,15,10,0,15
"cares slightly about the well-being of others, cares strongly about reciprocity or fairness, cares strongly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares strongly about reciprocity or fairness', 'cares strongly about loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",6,15,14,1,8
"cares slightly about the well-being of others, cares strongly about reciprocity or fairness, cares strongly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares strongly about reciprocity or fairness', 'cares strongly about loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",5,14,14,0,1
"cares slightly about the well-being of others, cares strongly about reciprocity or fairness, cares slightly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares strongly about reciprocity or fairness', 'cares slightly about loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",7,11,9,10,15
"cares slightly about the well-being of others, cares strongly about reciprocity or fairness, cares slightly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares strongly about reciprocity or fairness', 'cares slightly about loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",6,14,8,10,10
"cares slightly about the well-being of others, cares strongly about reciprocity or fairness, cares slightly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares strongly about reciprocity or fairness', 'cares slightly about loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",5,14,9,10,0
"cares slightly about the well-being of others, cares strongly about reciprocity or fairness, cares slightly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares strongly about reciprocity or fairness', 'cares slightly about loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",11,15,4,4,15
"cares slightly about the well-being of others, cares strongly about reciprocity or fairness, cares slightly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares strongly about reciprocity or fairness', 'cares slightly about loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",6,15,7,5,9
"cares slightly about the well-being of others, cares strongly about reciprocity or fairness, cares slightly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares strongly about reciprocity or fairness', 'cares slightly about loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",7,14,8,4,4
"cares slightly about the well-being of others, cares strongly about reciprocity or fairness, cares slightly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares strongly about reciprocity or fairness', 'cares slightly about loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",11,15,5,0,15
"cares slightly about the well-being of others, cares strongly about reciprocity or fairness, cares slightly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares strongly about reciprocity or fairness', 'cares slightly about loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",6,15,6,1,9
"cares slightly about the well-being of others, cares strongly about reciprocity or fairness, cares slightly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares strongly about reciprocity or fairness', 'cares slightly about loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",7,15,8,3,1
"cares slightly about the well-being of others, cares strongly about reciprocity or fairness, is not concerned with loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares strongly about reciprocity or fairness', 'is not concerned with loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",7,14,6,10,15
"cares slightly about the well-being of others, cares strongly about reciprocity or fairness, is not concerned with loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares strongly about reciprocity or fairness', 'is not concerned with loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",7,10,7,11,10
"cares slightly about the well-being of others, cares strongly about reciprocity or fairness, is not concerned with loyalty to your group, cares strongly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares strongly about reciprocity or fairness', 'is not concerned with loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",5,14,7,11,1
"cares slightly about the well-being of others, cares strongly about reciprocity or fairness, is not concerned with loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares strongly about reciprocity or fairness', 'is not concerned with loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",10,15,2,2,15
"cares slightly about the well-being of others, cares strongly about reciprocity or fairness, is not concerned with loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares strongly about reciprocity or fairness', 'is not concerned with loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",6,15,5,4,9
"cares slightly about the well-being of others, cares strongly about reciprocity or fairness, is not concerned with loyalty to your group, cares slightly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares strongly about reciprocity or fairness', 'is not concerned with loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",6,15,7,4,3
"cares slightly about the well-being of others, cares strongly about reciprocity or fairness, is not concerned with loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares strongly about reciprocity or fairness', 'is not concerned with loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",10,15,1,0,15
"cares slightly about the well-being of others, cares strongly about reciprocity or fairness, is not concerned with loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares strongly about reciprocity or fairness', 'is not concerned with loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",7,15,4,0,9
"cares slightly about the well-being of others, cares strongly about reciprocity or fairness, is not concerned with loyalty to your group, is not concerned with respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares strongly about reciprocity or fairness', 'is not concerned with loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",7,15,2,0,2
"cares slightly about the well-being of others, cares slightly about reciprocity or fairness, cares strongly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares slightly about reciprocity or fairness', 'cares strongly about loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",7,1,14,15,15
"cares slightly about the well-being of others, cares slightly about reciprocity or fairness, cares strongly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares slightly about reciprocity or fairness', 'cares strongly about loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",5,3,15,14,10
"cares slightly about the well-being of others, cares slightly about reciprocity or fairness, cares strongly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares slightly about reciprocity or fairness', 'cares strongly about loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",4,4,15,14,3
"cares slightly about the well-being of others, cares slightly about reciprocity or fairness, cares strongly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares slightly about reciprocity or fairness', 'cares strongly about loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",11,6,11,8,15
"cares slightly about the well-being of others, cares slightly about reciprocity or fairness, cares strongly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares slightly about reciprocity or fairness', 'cares strongly about loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",5,5,15,10,9
"cares slightly about the well-being of others, cares slightly about reciprocity or fairness, cares strongly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares slightly about reciprocity or fairness', 'cares strongly about loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",5,4,15,10,4
"cares slightly about the well-being of others, cares slightly about reciprocity or fairness, cares strongly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares slightly about reciprocity or fairness', 'cares strongly about loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",7,6,14,2,15
"cares slightly about the well-being of others, cares slightly about reciprocity or fairness, cares strongly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares slightly about reciprocity or fairness', 'cares strongly about loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",5,5,14,3,9
"cares slightly about the well-being of others, cares slightly about reciprocity or fairness, cares strongly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares slightly about reciprocity or fairness', 'cares strongly about loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",3,5,15,4,5
"cares slightly about the well-being of others, cares slightly about reciprocity or fairness, cares slightly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares slightly about reciprocity or fairness', 'cares slightly about loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",6,3,8,15,15
"cares slightly about the well-being of others, cares slightly about reciprocity or fairness, cares slightly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares slightly about reciprocity or fairness', 'cares slightly about loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",5,3,10,14,11
"cares slightly about the well-being of others, cares slightly about reciprocity or fairness, cares slightly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares slightly about reciprocity or fairness', 'cares slightly about loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",5,4,12,14,6
"cares slightly about the well-being of others, cares slightly about reciprocity or fairness, cares slightly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares slightly about reciprocity or fairness', 'cares slightly about loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",11,4,1,7,15
"cares slightly about the well-being of others, cares slightly about reciprocity or fairness, cares slightly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares slightly about reciprocity or fairness', 'cares slightly about loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",7,10,8,8,9
"cares slightly about the well-being of others, cares slightly about reciprocity or fairness, cares slightly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares slightly about reciprocity or fairness', 'cares slightly about loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",5,8,7,9,6
"cares slightly about the well-being of others, cares slightly about reciprocity or fairness, cares slightly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares slightly about reciprocity or fairness', 'cares slightly about loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",10,6,3,2,15
"cares slightly about the well-being of others, cares slightly about reciprocity or fairness, cares slightly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares slightly about reciprocity or fairness', 'cares slightly about loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",7,9,8,4,9
"cares slightly about the well-being of others, cares slightly about reciprocity or fairness, cares slightly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares slightly about reciprocity or fairness', 'cares slightly about loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",5,7,8,4,5
"cares slightly about the well-being of others, cares slightly about reciprocity or fairness, is not concerned with loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares slightly about reciprocity or fairness', 'is not concerned with loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",11,4,7,15,15
"cares slightly about the well-being of others, cares slightly about reciprocity or fairness, is not concerned with loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares slightly about reciprocity or fairness', 'is not concerned with loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",5,4,9,15,10
"cares slightly about the well-being of others, cares slightly about reciprocity or fairness, is not concerned with loyalty to your group, cares strongly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares slightly about reciprocity or fairness', 'is not concerned with loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",5,5,8,14,2
"cares slightly about the well-being of others, cares slightly about reciprocity or fairness, is not concerned with loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares slightly about reciprocity or fairness', 'is not concerned with loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",11,5,3,5,15
"cares slightly about the well-being of others, cares slightly about reciprocity or fairness, is not concerned with loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares slightly about reciprocity or fairness', 'is not concerned with loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",7,10,5,8,9
"cares slightly about the well-being of others, cares slightly about reciprocity or fairness, is not concerned with loyalty to your group, cares slightly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares slightly about reciprocity or fairness', 'is not concerned with loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",6,8,5,6,5
"cares slightly about the well-being of others, cares slightly about reciprocity or fairness, is not concerned with loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares slightly about reciprocity or fairness', 'is not concerned with loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",10,10,2,1,15
"cares slightly about the well-being of others, cares slightly about reciprocity or fairness, is not concerned with loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares slightly about reciprocity or fairness', 'is not concerned with loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",9,9,5,3,9
"cares slightly about the well-being of others, cares slightly about reciprocity or fairness, is not concerned with loyalty to your group, is not concerned with respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['cares slightly about the well-being of others', 'cares slightly about reciprocity or fairness', 'is not concerned with loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",6,7,5,3,4
"cares slightly about the well-being of others, is not concerned with reciprocity or fairness, cares strongly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'is not concerned with reciprocity or fairness', 'cares strongly about loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",7,1,14,15,15
"cares slightly about the well-being of others, is not concerned with reciprocity or fairness, cares strongly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'is not concerned with reciprocity or fairness', 'cares strongly about loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",4,2,15,15,9
"cares slightly about the well-being of others, is not concerned with reciprocity or fairness, cares strongly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['cares slightly about the well-being of others', 'is not concerned with reciprocity or fairness', 'cares strongly about loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",3,0,15,15,2
"cares slightly about the well-being of others, is not concerned with reciprocity or fairness, cares strongly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'is not concerned with reciprocity or fairness', 'cares strongly about loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",11,1,10,13,15
"cares slightly about the well-being of others, is not concerned with reciprocity or fairness, cares strongly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'is not concerned with reciprocity or fairness', 'cares strongly about loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",5,4,15,11,9
"cares slightly about the well-being of others, is not concerned with reciprocity or fairness, cares strongly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['cares slightly about the well-being of others', 'is not concerned with reciprocity or fairness', 'cares strongly about loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",5,1,15,11,2
"cares slightly about the well-being of others, is not concerned with reciprocity or fairness, cares strongly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'is not concerned with reciprocity or fairness', 'cares strongly about loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",6,2,15,5,15
"cares slightly about the well-being of others, is not concerned with reciprocity or fairness, cares strongly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'is not concerned with reciprocity or fairness', 'cares strongly about loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",5,2,15,6,9
"cares slightly about the well-being of others, is not concerned with reciprocity or fairness, cares strongly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['cares slightly about the well-being of others', 'is not concerned with reciprocity or fairness', 'cares strongly about loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",3,2,15,5,0
"cares slightly about the well-being of others, is not concerned with reciprocity or fairness, cares slightly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'is not concerned with reciprocity or fairness', 'cares slightly about loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",7,0,7,15,15
"cares slightly about the well-being of others, is not concerned with reciprocity or fairness, cares slightly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'is not concerned with reciprocity or fairness', 'cares slightly about loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",6,2,11,15,9
"cares slightly about the well-being of others, is not concerned with reciprocity or fairness, cares slightly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['cares slightly about the well-being of others', 'is not concerned with reciprocity or fairness', 'cares slightly about loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",5,2,11,15,3
"cares slightly about the well-being of others, is not concerned with reciprocity or fairness, cares slightly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'is not concerned with reciprocity or fairness', 'cares slightly about loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",11,3,4,9,15
"cares slightly about the well-being of others, is not concerned with reciprocity or fairness, cares slightly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['cares slightly about the well-being of others', 'is not concerned with reciprocity or fairness', 'cares slightly about loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",8,4,8,9,9
